,Name,Url,County,Sites,Average_rent,Unnamed: 0,FullstreetAddress,Latitude,Longitude
21,Hunters Glen,https://www.mhvillage.com/parks/29480, Allegan ,280,N/A,21,"1132 Hunters Glen Boulevard, Wayland, MI, 49348",42.6919,-85.62058
22,Dover Farms,https://www.mhvillage.com/parks/30327, Allegan ,60,435,23,"1590 Dover Drive, Martin, MI, 49070",42.54385,-85.62228
23,Dumont Creek Estates,https://www.mhvillage.com/parks/15115, Allegan ,75,300,33,"1925 Laura Street, Allegan, MI, 49010",42.56072,-85.88961
24,Gun Lake Manufactured Home Community,https://www.mhvillage.com/parks/104895, Allegan ,59,N/A,24,"19985 Marsh Road, Shelbyville, MI, 49344",42.5897,-85.53932
25,Country Meadows,https://www.mhvillage.com/parks/516, Wayne ,577,N/A,1162,"3211 Will Carleton Road, Flat Rock, MI, 48134",42.09412,-83.32407
26,Windsor Woods Village,https://www.mhvillage.com/parks/15869, Allegan ,314,377,22,"1135 West Superior Street, Wayland, MI, 49348",42.6919,-85.62058
27,Rabbit River ,https://www.mhvillage.com/parks/15125, Allegan ,102,N/A,26,"3471 Homer Drive, Wayland, MI, 49348",42.6919,-85.62058
28,Yankee Springs Meadows,https://www.mhvillage.com/parks/456, Allegan ,284,N/A,27,"1330 North Patterson Road, Wayland, MI, 49348",42.6919,-85.62058
29,Watson Mobile Home Community,https://www.mhvillage.com/parks/427, Allegan ,176,327,28,"1362 East M-89, Otsego, MI, 49078",42.47605,-85.72572
30,Circle Inn Mobile Park,https://www.mhvillage.com/parks/452, Allegan ,20,N/A,29,"11985 Marsh Road, Shelbyville, MI, 49344",42.5926,-85.58797
31,Country Acres Mobile Home Park,https://www.mhvillage.com/parks/240, Ottawa ,100,N/A,974,"A-5904 142nd Avenue, Holland, MI, 49423",42.72504,-86.12528
32,Dogwood Manor,https://www.mhvillage.com/parks/15114, Allegan ,76,N/A,31,"5289 124th Avenue, Fennville, MI, 49408",42.59484,-86.06449
33,Douglas Estates,https://www.mhvillage.com/parks/242, Allegan ,175,405,32,"2734 Blue Star Highway, Fennville, MI, 49408",42.6191,-86.21173
34,Dunlop's Orchard Mobile Home Park,https://www.mhvillage.com/parks/15565, Allegan ,22,460,34,"12703 Pine Lake Rd, Plainwell, MI, 49080",42.50233,-85.53583
36,Lake Park Trailer Resort,https://www.mhvillage.com/parks/15121, Allegan ,60,N/A,36,"2126 Lakeshore Drive, Fennville, MI, 49408",42.5766,-86.11992
37,Maple Grove Estates,https://www.mhvillage.com/parks/15916, Lapeer ,210,415,574,"2070 South Almont Road, Imlay City, MI, 48444",43.06429,-83.04903
38,Orchard Hills Village,https://www.mhvillage.com/parks/15903, Allegan ,167,380,38,"2400 56th Street, Fennville, MI, 49408",42.59692,-86.09719
40,Pine Crest Mobile Villa,https://www.mhvillage.com/parks/15126, Allegan ,82,N/A,40,"1160 West Bridge Street, Plainwell, MI, 49080",42.47683,-85.57617
41,Pine Ridge Community,https://www.mhvillage.com/parks/15957, Allegan ,49,225,41,"4629 134th Avenue, Hamilton, MI, 49419",42.66761,-85.9991
42,Riverside Estates Mobile Home Community,https://www.mhvillage.com/parks/58541, Allegan ,41,445,42,"6200 Arrowhead Drive, Fennville, MI, 49408",42.5766,-86.11992
67,Huron Lake Estates,https://www.mhvillage.com/parks/15989, Presque Isle ,36,N/A,981,"1121 Bare Point Road, Alpena, MI, 49707",45.07332,-83.47292
68,Lake Shore Estates,https://www.mhvillage.com/parks/538, Presque Isle ,58,N/A,983,"8924 West Long Lake Road, Alpena, MI, 49707",45.07332,-83.47292
69,Alpena Mobile Home Court,https://www.mhvillage.com/parks/15759, Presque Isle ,N/A,N/A,984,"624 Ripley Boulevard, Alpena, MI, 49707",45.07332,-83.47292
70,Long Lake Trailer Court,https://www.mhvillage.com/parks/15758, Presque Isle ,N/A,N/A,987,"10080 Us 23 North, Alpena, MI, 49707",45.1942,-83.43574
71,Mancelona Chamber Park,https://www.mhvillage.com/parks/15939, Otsego ,15,160,952,"Franklin Street, Mancelona, MI, 49659",44.923,-85.02892
72,Vacation Village Mobile Home Park,https://www.mhvillage.com/parks/15761, Leelanau ,65,417,593,"601 Shadywood, Elk Rapids, MI, 49629",44.90162,-85.39481
73,Evergreen MHP,https://www.mhvillage.com/parks/548, Otsego ,70,N/A,953,"707 State Street, East Jordan, MI, 49727",45.14116,-85.06066
74,Chain O' Lakes Campground & Mobile Home Park,https://www.mhvillage.com/parks/15762, Kalkaska ,15,N/A,543,"7231 S M 88 Highway, Bellaire, MI, 49615",44.96394,-85.20269
75,Town and Country,https://www.mhvillage.com/parks/15709, Leelanau ,192,398,587,"849 Manor Lane, Traverse City, MI, 49686",44.80961,-85.48382
76,Fox Run,https://www.mhvillage.com/parks/128022, Otsego ,140,N/A,954,"141 Fox Run Street, Boyne City, MI, 49712",45.22139,-85.00857
77,Lakeview Village Mobile Home Park,https://www.mhvillage.com/parks/15769, Otsego ,152,250,951,"526 North Lake Street, Boyne City, MI, 49712",45.19724,-85.01066
78,Woodcreek,https://www.mhvillage.com/parks/15992, Leelanau ,219,500,594,"501 Woodcreek Boulevard, Traverse City, MI, 49686",44.80961,-85.48382
79,Valley Mobile Home Park,https://www.mhvillage.com/parks/15942, Kalkaska ,10,N/A,538,"1268 Wood Road, Rapid City, MI, 49676",44.86895,-85.28593
80,Cherryland Mobile Home Park,https://www.mhvillage.com/parks/15723, Leelanau ,52,N/A,596,"3011 North Garfield, Traverse City, MI, 49686",44.80961,-85.48382
81,Valleywood Cove,https://www.mhvillage.com/parks/92821, Leelanau ,N/A,N/A,598,"996 Garfield Woods Drive Suite D, Traverse City, MI, 49686",44.80961,-85.48382
82,O & M Mobile Home Park,https://www.mhvillage.com/parks/15616, Ogemaw ,40,N/A,908,"1090 Michigan 76, Alger, MI, 48610",44.14528,-84.19386
83,Au Gres Harbor Mobile Court,https://www.mhvillage.com/parks/15617, Arenac ,N/A,N/A,63,"330 South Main Street, Au Gres, MI, 48703",44.05829,-83.66189
84,Lakeshore Village,https://www.mhvillage.com/parks/15612, Gladwin ,29,N/A,346,"4061 Lakeshore Drive, Gladwin, MI, 48624",44.07468,-84.45566
85,Lakefront Estates,https://www.mhvillage.com/parks/483, Gladwin ,68,N/A,347,"385 West Brown Street, Beaverton, MI, 48612",43.88426,-84.45606
86,Pleasant Beach Mobile Home Resort,https://www.mhvillage.com/parks/15582, Gladwin ,101,280,348,"4991 Wixom Road, Beaverton, MI, 48612",43.88426,-84.45606
87,Westgate Trails,https://www.mhvillage.com/parks/15448, Bay ,50,250,101,"Lawrence & Horn Roads, Pinconning, MI, 48650",43.8457,-84.02266
88,Greenbriar Village,https://www.mhvillage.com/parks/15611, Gladwin ,69,N/A,349,"1305 North Springs Street, Gladwin, MI, 48624",44.07468,-84.45566
89,Tawas River Trailer Park,https://www.mhvillage.com/parks/15816, Iosco ,65,N/A,466,"560 East M-55, Tawas City, MI, 48763",44.2254,-83.61976
90,Twin Pines Mobile Home Park,https://www.mhvillage.com/parks/15849, Oscoda ,30,N/A,934,"1766 Rau Road, West Branch, MI, 48661",44.34144,-84.20302
91,Wixom Waters,https://www.mhvillage.com/parks/16041, Midland ,51,N/A,747,"Po Box 222, Edenville, MI, 48620",43.80626,-84.3796
92,Country Village Estates,https://www.mhvillage.com/parks/15848, Oscoda ,53,N/A,936,"2522 Woodlawn Drive, West Branch, MI, 48661",44.34144,-84.20302
93,Riverview Mobile Park,https://www.mhvillage.com/parks/15613, Gladwin ,48,N/A,350,"2577 Lake Shore Drive, Gladwin, MI, 48624",44.07468,-84.45566
94,Gladwin Village,https://www.mhvillage.com/parks/15614, Gladwin ,N/A,N/A,351,"805 North Bowery Avenue, Gladwin, MI, 48624",44.07468,-84.45566
95,Key Mobile Home Court,https://www.mhvillage.com/parks/15615, Gladwin ,N/A,N/A,352,"221 North Lakeview Drive, Gladwin, MI, 48624",44.07468,-84.45566
96,L'anse Mobile Home Court,https://www.mhvillage.com/parks/15763, Houghton ,40,N/A,400,"99 Kelly Street, L Anse, MI, 49946",46.77943,-88.24087
97,Sunnyside & Forest Lane MHC,https://www.mhvillage.com/parks/15840, Marquette ,134,N/A,692,"728 N. Lake Dr, Ishpeming, MI, 49849",46.48779,-87.70757
98,Forest Lane Mobile Park,https://www.mhvillage.com/parks/15837, Marquette ,20,N/A,695,"3310 County Road 496, Ishpeming, MI, 49849",46.50624,-87.72879
99,Beachview Mobile Court,https://www.mhvillage.com/parks/15804, Ontonagon ,20,N/A,913,"1845 Jasberg Street, Hancock, MI, 49930",47.18742,-88.54504
100,Birch Grove,https://www.mhvillage.com/parks/65356, Ontonagon ,31,N/A,914,"400 Elevation St, Hancock, MI, 49930",47.18742,-88.54504
101,Fob's Shady Acres,https://www.mhvillage.com/parks/571, Iron ,N/A,N/A,472,"1501 Us 2 West, Crystal Falls, MI, 49920",46.09401,-88.3695
102,Hiawatha Country Estates,https://www.mhvillage.com/parks/15820, Ontonagon ,N/A,N/A,917,"220 Hiawatha Drive, Iron River, MI, 49935",46.20261,-88.7372
103,US 41 Trailer Court,https://www.mhvillage.com/parks/15833, Marquette ,N/A,N/A,698,"140 Midway Drive, Negaunee, MI, 49866",46.46324,-87.57237
104,Meadowstone Manufactured Home Community,https://www.mhvillage.com/parks/15986, Barry ,231,400,85,"1812 Lavender Dr, Hastings, MI, 49058",42.63246,-85.27397
105,Cider Mill Village,https://www.mhvillage.com/parks/15891, Barry ,258,N/A,84,"425 Cider Mill Drive, Middleville, MI, 49333",42.72148,-85.46037
106,Thornapple Lake Estates,https://www.mhvillage.com/parks/448, Barry ,215,295,86,"6335 Thornapple Lake Road, Nashville, MI, 49073",42.57761,-85.14295
107,Baltimore Terrace Mobile Home Park,https://www.mhvillage.com/parks/15564, Barry ,62,N/A,87,"1485 Sandy Circle, Hastings, MI, 49058",42.63877,-85.32057
108,Merlinos Hidden Valley Estates,https://www.mhvillage.com/parks/454, Barry ,78,N/A,88,"4777 Barber Road, Hastings, MI, 49058",42.63877,-85.32057
109,Pine Haven Subdivision,https://www.mhvillage.com/parks/16031, Barry ,N/A,N/A,89,"Pinedale, Hastings, MI, 49058",42.63877,-85.32057
110,Barry's Resort,https://www.mhvillage.com/parks/15566, Barry ,50,N/A,90,"2875 South Charlton Park Road, Hastings, MI, 49058",42.63877,-85.32057
112,Westshore Estates,https://www.mhvillage.com/parks/15356, Bay ,110,N/A,92,"3201 South Euclid Avenue, Bay City, MI, 48706",43.60941,-83.94517
113,Alpine Village Mobile Home Park,https://www.mhvillage.com/parks/15457, Bay ,120,380,93,"2959 East Alpine Boulevard, Bay City, MI, 48706",43.60941,-83.94517
114,White Birch Estates,https://www.mhvillage.com/parks/482, Osceola ,50,N/A,920,"411 Dailey Drive, Reed City, MI, 49677",43.88709,-85.50842
115,Westwood Village,https://www.mhvillage.com/parks/349, Bay ,240,400,95,"2904 Stratford, Bay City, MI, 48706",43.64101,-83.9348
116,Fairfield Manor,https://www.mhvillage.com/parks/430, Bay ,137,315,96,"1016 Parkside Boulevard, Bay City, MI, 48706",43.60941,-83.94517
117,Saginaw Bay Estates,https://www.mhvillage.com/parks/364, Bay ,309,310,97,"1760 Saginaw Bay Estates Dr, Essexville, MI, 48732",43.61837,-83.77667
118,Brentwood Estates,https://www.mhvillage.com/parks/15352, Bay ,150,N/A,98,"3278 Brentwood Drive, Bay City, MI, 48706",43.60941,-83.94517
120,Wenona Beach Estates,https://www.mhvillage.com/parks/15449, Bay ,184,310,100,"4444 National Avenue, Bay City, MI, 48706",43.60941,-83.94517
121,Willow Tree Village,https://www.mhvillage.com/parks/16027, Bay ,78,N/A,102,"3840 Riata Dr, Bay City, MI, 48706",43.63473,-83.89947
122,Bay Village Mobile Home Estates,https://www.mhvillage.com/parks/33824, Bay ,102,280,103,"1274 West Hampton Road, Essexville, MI, 48732",43.60686,-83.77368
123,Bayco Mobile Home Park,https://www.mhvillage.com/parks/15447, Bay ,61,N/A,104,"2836 East Biscayne Drive, Bay City, MI, 48706",43.60941,-83.94517
125,Pines Trailer Park,https://www.mhvillage.com/parks/15452, Bay ,29,N/A,106,"2080 South Huron Road, Kawkawlin, MI, 48631",43.68189,-84.00666
126,Shady Rest Mobile Home Park,https://www.mhvillage.com/parks/15355, Bay ,129,N/A,107,"3612 East Shod Street, Bay City, MI, 48706",43.60941,-83.94517
127,Linwood Mobile Home Park,https://www.mhvillage.com/parks/15454, Bay ,N/A,N/A,109,"1815 Pamela Drive, Linwood, MI, 48634",43.75989,-84.0515
128,Mulberry Place,https://www.mhvillage.com/parks/15453, Bay ,N/A,N/A,110,"2627 Broadway, Bay City, MI, 48708",43.56721,-83.82227
129,Harbor Village Community,https://www.mhvillage.com/parks/15766, Manistee ,17,N/A,684,"1208 Elm Street, Frankfort, MI, 49635",44.62474,-86.1894
130,Crystal Lake Mobile Home Park,https://www.mhvillage.com/parks/545, Manistee ,47,N/A,687,"6695 Spruce Drive, Benzonia, MI, 49616",44.578,-86.05958
131,Hillside Mobile Home Park,https://www.mhvillage.com/parks/543, Manistee ,N/A,N/A,689,"857 Glenn Avenue, Elberta, MI, 49628",44.61843,-86.22682
132,Meadow Lane,https://www.mhvillage.com/parks/512, Leelanau ,483,774,589,"4310 Meadowlane Drive, Traverse City, MI, 49684",44.78319,-85.72485
133,Suburban Estates Mobile Home Park,https://www.mhvillage.com/parks/15706, Leelanau ,75,365,588,"7230 Suburban Drive, Traverse City, MI, 49684",44.78319,-85.72485
134,"Burke Silver Lake View, LLC",https://www.mhvillage.com/parks/15748, Leelanau ,49,300,590,"5099 Silver Lake View Road, Traverse City, MI, 49684",44.78319,-85.72485
135,Dorsey's on Glen Lake,https://www.mhvillage.com/parks/15822, Leelanau ,54,N/A,585,"8648 South Dorsey Park Road, Empire, MI, 49630",44.83906,-86.03016
136,First Point Mobile Home Court,https://www.mhvillage.com/parks/33826, Leelanau ,53,N/A,591,"7903 Birchpoint Drive, Traverse City, MI, 49684",44.78319,-85.72485
137,Silver Shores Manufactured Home Community,https://www.mhvillage.com/parks/15749, Wexford ,200,415,1188,"1257 Overlook Drive, Traverse City, MI, 49685",44.67299,-85.68222
138,Buena Vista Estates,https://www.mhvillage.com/parks/15765, Wexford ,68,N/A,1189,"17426 Honor Highway, Interlochen, MI, 49643",44.63341,-85.84129
139,Kampvilla RV Park,https://www.mhvillage.com/parks/15827, Manistee ,40,N/A,683,"16632 Pleasanton Highway, Bear Lake, MI, 49614",44.48312,-86.11764
140,Pat's Place,https://www.mhvillage.com/parks/15740, Wexford ,20,N/A,1185,"2951 North 7 Road, Mesick, MI, 49668",44.41834,-85.69718
141,White Pines Mobile Home Park,https://www.mhvillage.com/parks/15752, Wexford ,33,N/A,1186,"Paul Drive, Mesick, MI, 49668",44.41834,-85.69718
142,R & R Chervenka,https://www.mhvillage.com/parks/15823, Leelanau ,N/A,N/A,597,"9640 Crain Hill Road, Traverse City, MI, 49684",44.78319,-85.72485
143,Warren Dunes Village,https://www.mhvillage.com/parks/15882, Berrien ,314,N/A,127,"11159 Red Arrow Highway, Bridgman, MI, 49106",41.93932,-86.56886
144,Pleasant View Estates,https://www.mhvillage.com/parks/15363, Van Buren ,209,420,1108,"7604 Red Arrow Highway, Watervliet, MI, 49098",42.17555,-86.2514
145,Silverbrook,https://www.mhvillage.com/parks/15964, Berrien ,176,400,129,"1000 West Wildflower, Niles, MI, 49120",41.84367,-86.25133
146,North Shore Estates,https://www.mhvillage.com/parks/15362, Berrien ,97,N/A,130,"1565 M 63 North, Benton Harbor, MI, 49022",42.12681,-86.33201
147,Hills Haven,https://www.mhvillage.com/parks/15470, Berrien ,94,N/A,126,"4205 Hills Haven Rd., Buchanan, MI, 49107",41.8788,-86.35676
148,Lakewood Estates,https://www.mhvillage.com/parks/15687, Ionia ,89,N/A,455,"1615 Tupperlake Street, Lake Odessa, MI, 48849",42.80836,-85.14312
149,Sand Hill Community,https://www.mhvillage.com/parks/15463, Berrien ,80,N/A,132,"5080 Saint Joseph Avenue, Stevensville, MI, 49127",42.00946,-86.51171
150,Riverside Estates,https://www.mhvillage.com/parks/414, Berrien ,87,N/A,133,"14566 North Red Bud Trail, Buchanan, MI, 49107",41.8549,-86.3692
151,Birchcrest Estates,https://www.mhvillage.com/parks/15475, Berrien ,110,N/A,134,"2330 East Main Street, Niles, MI, 49120",41.84367,-86.25133
152,Shawnee Community,https://www.mhvillage.com/parks/15344, Berrien ,161,N/A,135,"1558 West Shawnee Road, Baroda, MI, 49101",41.94965,-86.48023
153,Baroda Estates,https://www.mhvillage.com/parks/15476, Berrien ,151,N/A,136,"8836 Stevensville Baroda Road, Baroda, MI, 49101",41.94965,-86.48023
154,Country Acres Manufactured Home Community,https://www.mhvillage.com/parks/15465, Berrien ,64,N/A,137,"2615 Old Us 31, Niles, MI, 49120",41.87435,-86.28344
155,Franklin Woods,https://www.mhvillage.com/parks/15358, Berrien ,268,N/A,138,"1950 South 13th Street, Niles, MI, 49120",41.79377,-86.24637
156,Glen Aire Mobile Home Park,https://www.mhvillage.com/parks/15359, Berrien ,130,N/A,139,"1153 West Glenlord Road, Saint Joseph, MI, 49085",42.0621,-86.45045
157,Indian Lake Woods,https://www.mhvillage.com/parks/32642, Berrien ,14,435,140,"54750 Highland Dr, Eau Claire, MI, 49111",42.0012,-86.21993
158,Lakeshore Estates,https://www.mhvillage.com/parks/15360, Berrien ,98,320,141,"3017 Johnson Road, Stevensville, MI, 49127",42.00946,-86.51171
159,Lakeside Cabins Resort,https://www.mhvillage.com/parks/90505, Berrien ,225,304,142,"7650 Warren Woods Rd, Three Oaks, MI, 49128",41.81761,-86.6127
160,Niles Pines Mobile Estates,https://www.mhvillage.com/parks/15672, Berrien ,80,350,143,"900 Mobile Boulevard, Niles, MI, 49120",41.84367,-86.25133
161,Ontario Place,https://www.mhvillage.com/parks/411, Berrien ,130,407,144,"2006 Ontario Road, Niles, MI, 49120",41.84367,-86.25133
162,Ravine View Estates,https://www.mhvillage.com/parks/15461, Berrien ,158,N/A,145,"5100 Little Paw Paw Lake Road 6A, Coloma, MI, 49038",42.21045,-86.33474
163,Ravines Mobile Home Park,https://www.mhvillage.com/parks/15364, Berrien ,225,N/A,146,"2088 East Empire Avenue, Benton Harbor, MI, 49022",42.12681,-86.33201
164,River Springs Estates,https://www.mhvillage.com/parks/15466, Berrien ,198,360,147,"9387 Us Highway 31, Berrien Springs, MI, 49103",41.95442,-86.33053
178,Tallgrass an FR Community,https://www.mhvillage.com/parks/15577, Branch ,239,275,148,"260 East Garfield Avenue, Coldwater, MI, 49036",41.92576,-84.99497
179,North Trail Village,https://www.mhvillage.com/parks/16005, Branch ,42,225,149,"100 North Main Street, Quincy, MI, 49082",41.94902,-84.90112
180,Grand Village Mobile Home Park,https://www.mhvillage.com/parks/15572, Branch ,25,220,150,"598 Union City Road, Coldwater, MI, 49036",41.90647,-85.04304
181,Love's Lazy Lagoon,https://www.mhvillage.com/parks/84109, Branch ,61,116,151,"622 N Union City Rd, Coldwater, MI, 49036",41.90647,-85.04304
182,Raymond's Landing,https://www.mhvillage.com/parks/84111, Branch ,70,152,152,"259 Earl Helen Dr, Coldwater, MI, 49036",41.90647,-85.04304
183,Somerset Mobile Home Park,https://www.mhvillage.com/parks/15569, Branch ,56,255,153,"117 Burch Road, Coldwater, MI, 49036",41.90647,-85.04304
184,Trail Tree Village,https://www.mhvillage.com/parks/15933, Branch ,143,309,154,"175 North Michigan Avenue, Coldwater, MI, 49036",41.90647,-85.04304
185,Lakecrest Mobile Court,https://www.mhvillage.com/parks/15568, Branch ,23,N/A,155,"645 Lakecrest Drive, Coldwater, MI, 49036",41.90647,-85.04304
186,Turtle Lake,https://www.mhvillage.com/parks/42054, Branch ,N/A,N/A,156,"2101 9 Mile Road, Union City, MI, 49094",42.05908,-85.11405
187,Avra Estates II,https://www.mhvillage.com/parks/15718, Branch ,30,N/A,157,"27 West Garfield Avenue, Coldwater, MI, 49036",41.90647,-85.04304
188,Mobile Manor Park,https://www.mhvillage.com/parks/15570, Branch ,29,N/A,158,"104 First Street, Bronson, MI, 49028",41.87237,-85.15701
189,Apollo XI Mobile Home Park,https://www.mhvillage.com/parks/15578, Branch ,72,N/A,159,"550 East Chicago Street, Coldwater, MI, 49036",41.90647,-85.04304
190,Cambridge Village,https://www.mhvillage.com/parks/15571, Branch ,32,N/A,160,"748 Lott Road, Coldwater, MI, 49036",41.90647,-85.04304
191,Countryside Mobile Court,https://www.mhvillage.com/parks/15576, Branch ,24,N/A,161,"191 North Fillmore Court, Coldwater, MI, 49036",41.90647,-85.04304
192,Avra Estates,https://www.mhvillage.com/parks/15573, Branch ,143,294,162,"11 West Garfield Avenue, Coldwater, MI, 49036",41.90647,-85.04304
193,Kinsley Mobile Home Park,https://www.mhvillage.com/parks/460, Branch ,20,N/A,163,"587 Marshall Road, Coldwater, MI, 49036",41.90647,-85.04304
194,Cole's Chippewa Circle Mobile Home Park,https://www.mhvillage.com/parks/52245, Branch ,N/A,N/A,164,"356 Chippewa Drive, Sherwood, MI, 49089",42.00683,-85.21925
195,Green Acres Mobile Home Park,https://www.mhvillage.com/parks/52246, Branch ,N/A,N/A,165,"151 Wheatfield Drive, Sherwood, MI, 49089",42.00683,-85.21925
196,Indian Cove Mobile Home Park,https://www.mhvillage.com/parks/15575, Branch ,N/A,N/A,166,"2928 Matteson Lake, Bronson, MI, 49028",41.87237,-85.15701
197,Northmoor Estates,https://www.mhvillage.com/parks/37959, Branch ,N/A,N/A,167,"228 North Moor Drive, Coldwater, MI, 49036",41.90647,-85.04304
198,Thunderbird Village,https://www.mhvillage.com/parks/15524, Calhoun ,8,N/A,175,"1145 Harmonia, Springfield, MI, 49015",42.26167,-85.23882
199,Hickory Hills Village,https://www.mhvillage.com/parks/15515, Calhoun ,283,380,168,"10450 Six Mile Road, Battle Creek, MI, 49014",42.30294,-85.10537
200,Bedford Hills,https://www.mhvillage.com/parks/15311, Calhoun ,339,N/A,169,"110 Bejac Circle Drive, Battle Creek, MI, 49017",42.36071,-85.22936
201,Avenue A Mobile Home Park,https://www.mhvillage.com/parks/15365, Calhoun ,145,N/A,170,"1267 Avenue A, Springfield, MI, 49015",42.26167,-85.23882
202,Creek Valley Mobile Home Park,https://www.mhvillage.com/parks/434, Calhoun ,166,N/A,171,"79 Creek Valley Circle, Battle Creek, MI, 49017",42.39115,-85.19663
203,Glenmoor Village,https://www.mhvillage.com/parks/32836, Calhoun ,139,317,172,"3971 Capital Avenue SW #1, Battle Creek, MI, 49015",42.24515,-85.19336
204,Wildflower Crossing,https://www.mhvillage.com/parks/126426, Calhoun ,344,350,173,"1642 Alyssum Court, Albion, MI, 49224",42.26455,-84.77493
205,New Village Estates,https://www.mhvillage.com/parks/15733, Calhoun ,130,275,174,"430 South Byron, Homer, MI, 49245",42.15145,-84.82623
206,Avonwood Mobile Home Park,https://www.mhvillage.com/parks/15522, Calhoun ,55,N/A,176,"953 East Michigan Avenue, Battle Creek, MI, 49017",42.39115,-85.19663
207,Birchwood Place Mobile Home Park,https://www.mhvillage.com/parks/15518, Calhoun ,70,295,177,"3500 Q Drive South, Athens, MI, 49011",42.10945,-85.22203
208,Lighthouse On The Lake,https://www.mhvillage.com/parks/38053, Calhoun ,788,N/A,178,"1001 24 Mile Road, Homer, MI, 49245",42.15145,-84.82623
209,The Community of Rolling Hills,https://www.mhvillage.com/parks/15745, Calhoun ,343,349,179,"300 Morgan Road, Battle Creek, MI, 49017",42.39115,-85.19663
210,Twin Pines MHC,https://www.mhvillage.com/parks/15517, Calhoun ,73,N/A,180,"2701 Calhoun Road, Albion, MI, 49224",42.2941,-84.78798
211,Twin Valley Mobile Home Village,https://www.mhvillage.com/parks/15523, Calhoun ,36,N/A,181,"16555 F Drive South, Marshall, MI, 49068",42.26184,-84.94424
212,Spruce Tree Mobile Home Community,https://www.mhvillage.com/parks/15885, Calhoun ,80,288,182,"14200 - 18 1/2 Mile Road, Marshall, MI, 49068",42.26184,-84.94424
213,Bakers Mobile Home Park,https://www.mhvillage.com/parks/15310, Calhoun ,120,N/A,183,"1030 East Columbia Avenue, Battle Creek, MI, 49015",42.26167,-85.23882
214,Valley Garden Trailer Park,https://www.mhvillage.com/parks/15525, Calhoun ,38,700,184,"897 East Michigan, Battle Creek, MI, 49017",42.39115,-85.19663
215,Evergreen Oak Forest,https://www.mhvillage.com/parks/15516, Calhoun ,103,N/A,185,"20 Powell Street, Battle Creek, MI, 49014",42.30294,-85.10537
216,Sunrise Mobile Home Court,https://www.mhvillage.com/parks/431, Calhoun ,33,N/A,186,"15011 West Michigan Avenue, Marshall, MI, 49068",42.26184,-84.94424
217,Harper Commons MHC,https://www.mhvillage.com/parks/126502, Calhoun ,N/A,N/A,187,"993 East Michigan Avenue, Battle Creek, MI, 49014",42.3109,-85.13804
218,Rainbow Estates Mobile Park,https://www.mhvillage.com/parks/15520, Calhoun ,N/A,N/A,188,"875 East Michigan Avenue, Marshall, MI, 49068",42.26184,-84.94424
219,Edwardsburg Estates,https://www.mhvillage.com/parks/15585, Cass ,109,N/A,193,"69425 M-62, Edwardsburg, MI, 49112",41.7906,-86.08514
220,Colonial Acres Mobile Home Park,https://www.mhvillage.com/parks/15676, Cass ,108,370,189,"69205 Garver Lake, Edwardsburg, MI, 49112",41.7965,-86.04734
221,Beech Grove,https://www.mhvillage.com/parks/90393, Cass ,N/A,N/A,190,"51439 Michigan 40, Marcellus, MI, 49067",42.03379,-85.80274
222,Bluegill Lake MHP,https://www.mhvillage.com/parks/15730, Cass ,39,385,191,"400 East South Street, Marcellus, MI, 49067",42.03379,-85.80274
223,C&M Park,https://www.mhvillage.com/parks/15670, Cass ,26,N/A,192,"70710 Elkhart Rd., Edwardsburg, MI, 49112",41.77132,-86.05088
224,Rustic Acres Mobile Home Park,https://www.mhvillage.com/parks/15746, Cass ,70,N/A,194,"19250 Stateline Road, Edwardsburg, MI, 49112",41.81851,-86.01239
225,Wildwood Resort,https://www.mhvillage.com/parks/37442, Cass ,163,167,195,"23040 Phillips Road, Edwardsburg, MI, 49112",41.81851,-86.01239
226,Simmons Mobile Home Park,https://www.mhvillage.com/parks/15681, Cass ,N/A,N/A,196,"19311 Us Highway 12, Edwardsburg, MI, 49112",41.76878,-85.9411
227,Maple Grove Trailer Court,https://www.mhvillage.com/parks/15678, Cass ,75,N/A,197,"59733 Decatur Road, Cassopolis, MI, 49031",41.90053,-85.99293
228,North Wayne Estates,https://www.mhvillage.com/parks/15917, Cass ,10,N/A,198,"27139 Corwin Street, Dowagiac, MI, 49047",41.98832,-86.10795
229,Rema Mobile Home Park,https://www.mhvillage.com/parks/15679, Cass ,92,N/A,199,"24050 North Shore Drive, Edwardsburg, MI, 49112",41.81851,-86.01239
230,Linden Mobile Home Park,https://www.mhvillage.com/parks/15673, Cass ,N/A,N/A,200,"19350 State Line Road, Edwardsburg, MI, 49112",41.81851,-86.01239
231,Bay Shore Estates Mobile Home Park,https://www.mhvillage.com/parks/15795, Emmet ,83,400,308,"7463 Old Us Highway 31, Lot 24, Petoskey, MI, 49770",45.34226,-84.9135
232,Charlevoix Estates,https://www.mhvillage.com/parks/15897, Charlevoix ,189,N/A,203,"6685 M 66 North, Charlevoix, MI, 49720",45.27139,-85.2327
233,Lake Michigan Heights,https://www.mhvillage.com/parks/547, Charlevoix ,108,N/A,204,"7400 Lakeview Drive, Charlevoix, MI, 49720",45.27139,-85.2327
235,Sun Outdoors Petoskey Bay Harbor,https://www.mhvillage.com/parks/126054, Emmet ,78,N/A,310,"5505 Charlevoix Avenue, Petoskey, MI, 49770",45.35816,-85.05439
